item_id,PLACES,THINGS TO DO,LOCATION,CITY,TRIP,LAKES,GLACIERS,CULTURAL FOOD
118,RAMA LAKE,"SWIMMING,BOATING",ASTORE ,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
119,CHAQCHAN MOSQUE,"CULTURE, ARCHITECTTURE, SHOPPING",KHAPULU SKARDU ,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
120,INDUS-GILGIT CONFLUENCE ,"CULTURE, ARCHITECTTURE, SHOPPING",JUGLOT GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
121,RAINBOW LAKE,"SWIMMING,BOATING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
122,KARGA BUDDAH ,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
123,SHUL-E-YAL,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",JUTIYAL  GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
124,MANTHAL BUDDHA ROCK,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
125,KHARPOCHO FORT,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
126,DANYORE SUSPENSION BRIDE,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
127,JAGIR BASEEN,"CULTURE, ARCHITECTTURE",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
128,ASTANA OF SYED MIR MUHAMMAD ,TEMPLE ,KHAPULU SKARDU ,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
129,KHILINGRONG MOSQUE SHIGAR,TEMPLE ,SHIGAR,SHIGAR,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
130,AMBURIQ MOSQUE,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SHIGAR,SHIGAR,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
131,K-2 SKARDU,CLIMBING,K2 SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
132,BROAD PEAK,TRACKING,GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
133,DIAMER BASHA DAM,DAM,DIAMER,DIAMER,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
134,DASSU DAME ,DAM SIDE,DASSU,DIAMER,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
135,RAIKOT BRIDGE,BRIDGE VEW,DASSU,DIAMER,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
136,MUZTAGH,"VALLEY,CULTURE",BASEEN,DIAMER,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
137,SHYOK RIVER, RIVER,GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
138,DEOSAI NATIONAL PARK,PICNIC POINT,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
139,UPPER KACHURA LAKE,"SWIMMING,BOATING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
140,LOWER KACHURA LAKE,SWIMMING,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
141,NANGA PARBAT,"CLIMBING,TRACKING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
142,SATPARA LAKE SKARDU,LAKEVIEW,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
143,MANTHOKHA WATERFALL,"PICNIC POINT, WATERFALL",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
144,K2 BASE CAMP,"ADVENTURE ,CLIMBING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
145,FAIRY MEADOWS DIAMER,"ADVENTURE ,CLIMBING",DIAMER,DIAMER,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
146,HUSHE VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ",GHANCHE ,,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
147,PHANDER VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ",PHANDER,,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
148,MINIMARG VALLEY ASTORE,"LANDSCAPE , EVENTS, SHOPPING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
149,RAMA VALLEY ASTORE,"LANDSCAPE , EVENTS, SHOPPING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
150,ISHKOMAN VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",GHIZER,GHIZER,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
151,KUTWAL KARAMOSH VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",HARAMOSH GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
152,BAGROTE VALLEY,"INFRASTRUCTURE ,LANDSCAPE ",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
153,KUTWAL LAKE,"SWIMMING,BOATING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
154,DANYORE VALLEY," ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
155,KHALTI VALLEY,"CULTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",GUPIS ,,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
156,YASIN VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE , EVENTS, SHOPPING",YASIN ,,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
157,PUNIYAL VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS",YASIN ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
158,PUNIAL VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS",GHIZER,GHIZER,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
159,RUPAL VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , SHOPPING",ASTORE ,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
160,DERLAY VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE  , EVENTS, SHOPPING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
161,PERISHING,"CULTURE, ARCHITECTTURE,LANDSCAPE , EVENTS, SHOPPING",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
162,BASHO VALLEY,"CULTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
163,STAK VALLEY,"ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
164,ARANDU VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
165,XARBA TSO LAKE,"SWIMMING,BOATING",SHIGAR,SHIGAR,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
166,TSOK NALA,"CULTURE, ARCHITECTTURE,LANDSCAPE , EVENTS",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
167,KATPAN LAKE AND COLD DESERT,"SWIMMING,BOATING,JEEP RACING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
168,SARFA RANGE COLDDESERT,"SWIMMING,BOATING,JEEP RACING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
169,HUSSAINABAD BROQ MASROOR ROCK,"TRACKING,SEE NATURE AND WILDLIFE,",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
170,HUSSAIN ABAD WATERFALL,SWIMMING ,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
171,GULTURI,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
172,KHAMUSH WATERFALL,SWIMMING,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
173,SHILA VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
174,DASSU GEMSTONE MINES,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ",DASSU,DIAMER,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
175,CHOTRON HOT SPRINGS,"STAY AND DINE,BONFIRE,CAMPING,PICNIC POINT,TRACKING,HIKING,SEE NATURE",SHIGAR,SHIGAR,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
176,KHARFAQ LAKE,"STAY AND DINE,BONFIRE,CAMPING,PICNIC POINT,TRACKING,HIKING,SEE NATURE",KARAKORAM MOUNTAIN RANGE  GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
177,THALEY VALLEY,"CULTURE, ARCHITECTTURE,SEE NATURE",GHANCHE ,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
178,BARAH LAKE,"CULTURE, ARCHITECTTURE,SEE NATURE",BARAH TOWN SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
